Gene	CNA	Freq	chromosome	start	end	strand	Cancer_type
NPHP3-AS1	AMP	6.5	3	132721750.00	132874223.00	77	Cervical_Squamous_Cell_Carcinoma
NPHP4	HOMDEL	6.3	1	5862811.00	5992473.00	3	Diffuse_Large B-Cell_Lymphoma
NPHS1	AMP	8.2	19	35825372.00	35869287.00	3	Serous_Ovarian_Cancer
NPHS2	AMP	11.1	1	179550539.00	179575952.00	3	Cholangiocarcinoma
NPHS2	AMP	7.9	1	179550539.00	179575952.00	3	Liver_Hepatocellular_Carcinoma
NPL	AMP	8.3	1	182789293.00	182830384.00	77	Cholangiocarcinoma
NPL	AMP	7.1	1	182789293.00	182830384.00	77	Liver_Hepatocellular_Carcinoma
NPM1	AMP	6.9	5	171387116.00	171411810.00	77	Renal_Clear_Cell_Carcinoma
NPM2	HOMDEL	6.5	8	22024125.00	22036897.00	77	Liver_Hepatocellular_Carcinoma
NPM2	HOMDEL	7.6	8	22024125.00	22036897.00	77	Prostate_Adenocarcinoma
NPR1	AMP	11.1	1	153678688.00	153693992.00	77	Cholangiocarcinoma
NPR1	AMP	10.9	1	153678688.00	153693992.00	77	Liver_Hepatocellular_Carcinoma
NPR1	AMP	9.2	1	153678688.00	153693992.00	77	Lung
NPR3	AMP	8.2	5	32689070.00	32791724.00	77	Esophageal_Adenocarcinoma
NPR3	AMP	8	5	32689070.00	32791724.00	77	Lung
NPTX2	AMP	10.4	7	98617285.00	98629869.00	77	Esophageal_Adenocarcinoma
NPTX2	AMP	6.6	7	98617285.00	98629869.00	77	Stomach_Adenocarcinoma
NQO2	AMP	6.1	6	2987987.00	3019755.00	77	Serous_Ovarian_Cancer
NR1D1	AMP	9	17	40092793.00	40100589.00	3	Breast_Invasive_Ductal_Carcinoma
NR1D1	AMP	10.4	17	40092793.00	40100589.00	3	Esophageal_Adenocarcinoma
NR1D1	AMP	8.2	17	40092793.00	40100589.00	3	Stomach_Adenocarcinoma
NR1I3	AMP	16.2	1	161229666.00	161238244.00	3	Bladder_Urothelial_Carcinoma
NR1I3	AMP	9.4	1	161229666.00	161238244.00	3	Breast_Invasive_Ductal_Carcinoma
NR1I3	AMP	13.9	1	161229666.00	161238244.00	3	Cholangiocarcinoma
NR1I3	AMP	11.2	1	161229666.00	161238244.00	3	Liver_Hepatocellular_Carcinoma
NR2E1	HOMDEL	10.4	6	108166022.00	108188805.00	77	Diffuse_Large B-Cell_Lymphoma
NR2E1	HOMDEL	8.4	6	108166022.00	108188805.00	77	Prostate_Adenocarcinoma
NR2E1	HOMDEL	6.3	6	108166022.00	108188805.00	77	Uveal Melanoma
NR2F6	AMP	7.9	19	17231883.00	17245919.00	3	Serous_Ovarian_Cancer
NR3C1	AMP	6.3	5	143277931.00	143435512.00	3	Renal_Clear_Cell_Carcinoma
NR5A2	AMP	8.3	1	200027614.00	200177420.00	77	Cholangiocarcinoma
NR5A2	AMP	6.8	1	200027614.00	200177420.00	77	Liver_Hepatocellular_Carcinoma
NRAD1	HOMDEL	9	13	43908669.00	44030461.00	77	Prostate_Adenocarcinoma
NRADDP	HOMDEL	6.3	3	47010824.00	47013465.00	77	Diffuse_Large B-Cell_Lymphoma
NRBP2	AMP	10.4	8	143833583.00	143840973.00	3	Esophageal_Adenocarcinoma
NRBP2	AMP	9.5	8	143833583.00	143840973.00	3	Liver_Hepatocellular_Carcinoma
NRBP2	AMP	27.1	8	143833583.00	143840973.00	3	Serous_Ovarian_Cancer
NRG1	HOMDEL	6	8	31639222.00	32855666.00	77	Liver_Hepatocellular_Carcinoma
NRG1-IT3	HOMDEL	6	8	32440704.00	32448803.00	77	Liver_Hepatocellular_Carcinoma
NRG2	AMP	6.1	5	139846779.00	140043299.00	3	Renal_Clear_Cell_Carcinoma
NRGN	HOMDEL	7.4	11	124739942.00	124747210.00	77	Testicular_Germ_Cell_Tumors
NRIP2	AMP	6.8	12	2825348.00	2835544.00	3	Serous_Ovarian_Cancer
NRN1	AMP	6.8	6	5997999.00	6007605.00	3	Serous_Ovarian_Cancer
NRROS	AMP	14.3	3	196639694.00	196662004.00	77	Cervical_Squamous_Cell_Carcinoma
NRROS	AMP	17.6	3	196639694.00	196662004.00	77	Esophageal_Adenocarcinoma
NRROS	AMP	16.1	3	196639694.00	196662004.00	77	Serous_Ovarian_Cancer
NRROS	AMP	6.5	3	196639694.00	196662004.00	77	Uterine_Corpus_Endometrial_Carcinoma
NSD1	AMP	7.5	5	177131830.00	177300213.00	77	Renal_Clear_Cell_Carcinoma
NSD3	AMP	8.8	8	38269704.00	38382272.00	3	Bladder_Urothelial_Carcinoma
NSD3	AMP	11.8	8	38269704.00	38382272.00	3	Breast_Invasive_Ductal_Carcinoma
NSD3	AMP	6	8	38269704.00	38382272.00	3	Esophageal_Adenocarcinoma
NSDHL	AMP	6.7	24	152830967.00	152869729.00	77	Adrenocortical_Carcinoma
NSDHL	AMP	6.3	24	152830967.00	152869729.00	77	Diffuse_Large B-Cell_Lymphoma
NSG2	AMP	7.3	5	174045706.00	174243501.00	77	Renal_Clear_Cell_Carcinoma
NSL1	AMP	6.2	1	212726153.00	212791782.00	3	Breast_Invasive_Ductal_Carcinoma
NSL1	AMP	6.3	1	212726153.00	212791782.00	3	Liver_Hepatocellular_Carcinoma
NSMAF	AMP	6.5	8	58583508.00	58659853.00	3	Breast_Invasive_Ductal_Carcinoma
NSMAF	AMP	6.3	8	58583508.00	58659853.00	3	Liver_Hepatocellular_Carcinoma
NSMCE2	AMP	18.7	8	125091679.00	125367120.00	77	Esophageal_Adenocarcinoma
NSMCE2	AMP	11.2	8	125091679.00	125367120.00	77	Liver_Hepatocellular_Carcinoma
NSMCE2	AMP	27.4	8	125091679.00	125367120.00	77	Serous_Ovarian_Cancer
NSMCE2	AMP	8.7	8	125091679.00	125367120.00	77	Stomach_Adenocarcinoma
NSUN2	AMP	8.1	5	6599239.00	6633291.00	3	Bladder_Urothelial_Carcinoma
NSUN2	AMP	9.3	5	6599239.00	6633291.00	3	Esophageal_Adenocarcinoma
NSUN2	AMP	10.2	5	6599239.00	6633291.00	3	Lung
NT5C1A	AMP	8.9	1	39651229.00	39672107.00	3	Serous_Ovarian_Cancer
NT5C3B	AMP	8.2	17	41825057.00	41836260.00	3	Esophageal_Adenocarcinoma
NT5C3B	AMP	6.2	17	41825057.00	41836260.00	3	Stomach_Adenocarcinoma
NT5DC1	HOMDEL	8.3	6	116100851.00	116249497.00	77	Diffuse_Large B-Cell_Lymphoma
NT5DC1	HOMDEL	7.2	6	116100851.00	116249497.00	77	Prostate_Adenocarcinoma
NT5DC1	HOMDEL	6.3	6	116100851.00	116249497.00	77	Uveal Melanoma
NT5E	HOMDEL	8.3	6	85449584.00	85495791.00	77	Diffuse_Large B-Cell_Lymphoma
NT5E	HOMDEL	8.6	6	85449584.00	85495791.00	77	Prostate_Adenocarcinoma
NT5M	AMP	7.5	17	17303335.00	17347663.00	77	Sarcoma
NTAQ1	AMP	14.8	8	123416726.00	123470028.00	77	Esophageal_Adenocarcinoma
NTAQ1	AMP	11.4	8	123416726.00	123470028.00	77	Liver_Hepatocellular_Carcinoma
NTAQ1	AMP	26	8	123416726.00	123470028.00	77	Serous_Ovarian_Cancer
NTAQ1	AMP	7.5	8	123416726.00	123470028.00	77	Stomach_Adenocarcinoma
NTF3	AMP	6.7	12	5432108.00	5521536.00	77	Testicular_Germ_Cell_Tumors
NTM	HOMDEL	9.4	11	131370478.00	132336822.00	77	Testicular_Germ_Cell_Tumors
NTM-IT	HOMDEL	8.7	11	132284302.00	132285081.00	77	Testicular_Germ_Cell_Tumors
NTMT2	AMP	7.1	1	170145959.00	170168866.00	77	Bladder_Urothelial_Carcinoma
NTMT2	AMP	6.5	1	170145959.00	170168866.00	77	Breast_Invasive_Ductal_Carcinoma
NTMT2	AMP	11.1	1	170145959.00	170168866.00	77	Cholangiocarcinoma
NTMT2	AMP	8.2	1	170145959.00	170168866.00	77	Liver_Hepatocellular_Carcinoma
NTMT2	AMP	6.3	1	170145959.00	170168866.00	77	Sarcoma
NTPCR	AMP	8.7	1	232950605.00	232983882.00	77	Breast_Invasive_Ductal_Carcinoma
NTPCR	AMP	6.3	1	232950605.00	232983882.00	77	Liver_Hepatocellular_Carcinoma
NTRK1	AMP	8.2	1	156815636.00	156881850.00	77	Breast_Invasive_Ductal_Carcinoma
NTRK1	AMP	11.1	1	156815636.00	156881850.00	77	Cholangiocarcinoma
NTRK1	AMP	10.4	1	156815636.00	156881850.00	77	Liver_Hepatocellular_Carcinoma
NTSR1	AMP	7.1	20	62708836.00	62762771.00	77	Colorectal_Adenocarcinoma
NTSR1	AMP	6.6	20	62708836.00	62762771.00	77	Serous_Ovarian_Cancer
NUAK2	AMP	7.9	1	205302063.00	205321745.00	3	Breast_Invasive_Ductal_Carcinoma
NUAK2	AMP	8.3	1	205302063.00	205321745.00	3	Cholangiocarcinoma
NUAK2	AMP	6.5	1	205302063.00	205321745.00	3	Liver_Hepatocellular_Carcinoma
NUB1	AMP	7.7	7	151341772.00	151378449.00	77	Serous_Ovarian_Cancer
NUBPL	AMP	7	14	31489956.00	31861224.00	77	Lung
NUCKS1	AMP	7.9	1	205712822.00	205750182.00	3	Breast_Invasive_Ductal_Carcinoma
NUCKS1	AMP	6.3	1	205712822.00	205750182.00	3	Liver_Hepatocellular_Carcinoma
NUDCD1	AMP	8.2	8	109240919.00	109334121.00	3	Esophageal_Adenocarcinoma
NUDCD1	AMP	9	8	109240919.00	109334121.00	3	Liver_Hepatocellular_Carcinoma
NUDCD1	AMP	17.1	8	109240919.00	109334121.00	3	Serous_Ovarian_Cancer
NUDCD2	AMP	6.3	5	163446526.00	163460102.00	3	Renal_Clear_Cell_Carcinoma
NUDT15	HOMDEL	9.6	13	48037726.00	48047221.00	77	Prostate_Adenocarcinoma
NUDT17	AMP	9.1	1	145845630.00	145848954.00	77	Bladder_Urothelial_Carcinoma
NUDT17	AMP	10.1	1	145845630.00	145848954.00	77	Breast_Invasive_Ductal_Carcinoma
NUDT17	AMP	8.3	1	145845630.00	145848954.00	77	Cholangiocarcinoma
NUDT17	AMP	9.8	1	145845630.00	145848954.00	77	Liver_Hepatocellular_Carcinoma
NUDT18	HOMDEL	6.5	8	22106874.00	22109419.00	3	Liver_Hepatocellular_Carcinoma
NUDT18	HOMDEL	7.4	8	22106874.00	22109419.00	3	Prostate_Adenocarcinoma
NUDT19	AMP	6	19	32691821.00	32713792.00	77	Esophageal_Adenocarcinoma
NUDT19	AMP	8	19	32691821.00	32713792.00	77	Serous_Ovarian_Cancer
NUDT8	AMP	6.2	11	67627938.00	67629937.00	3	Breast_Invasive_Ductal_Carcinoma
NUDT8	AMP	10.4	11	67627938.00	67629937.00	3	Esophageal_Adenocarcinoma
NUF2	AMP	11.5	1	163266576.00	163355764.00	77	Bladder_Urothelial_Carcinoma
NUF2	AMP	8.2	1	163266576.00	163355764.00	77	Breast_Invasive_Ductal_Carcinoma
NUF2	AMP	13.9	1	163266576.00	163355764.00	77	Cholangiocarcinoma
NUF2	AMP	9.8	1	163266576.00	163355764.00	77	Liver_Hepatocellular_Carcinoma
NUFIP1	HOMDEL	9.2	13	44939249.00	44989471.00	3	Prostate_Adenocarcinoma
NUGGC	HOMDEL	6.3	8	28021964.00	28083936.00	3	Liver_Hepatocellular_Carcinoma
NUGGC	HOMDEL	6.7	8	28021964.00	28083936.00	3	Prostate_Adenocarcinoma
NUMA1	AMP	13.7	11	72002864.00	72080693.00	3	Esophageal_Adenocarcinoma
NUMA1	AMP	8.1	11	72002864.00	72080693.00	3	Head_and_Neck_Squamous
NUP107	AMP	6.7	12	68686951.00	68745809.00	77	Adrenocortical_Carcinoma
NUP107	AMP	7.8	12	68686951.00	68745809.00	77	Bladder_Urothelial_Carcinoma
NUP107	AMP	6.3	12	68686951.00	68745809.00	77	Glioblastoma_Multiforme
NUP107	AMP	14.6	12	68686951.00	68745809.00	77	Sarcoma
NUP107-DT	AMP	10.7	12	68674371.00	68687755.00	3	Sarcoma
NUP133	AMP	8.7	1	229440259.00	229508341.00	3	Breast_Invasive_Ductal_Carcinoma
NUP133	AMP	6.8	1	229440259.00	229508341.00	3	Liver_Hepatocellular_Carcinoma
NUP133-DT	AMP	8.6	1	229508369.00	229514272.00	77	Breast_Invasive_Ductal_Carcinoma
NUP133-DT	AMP	6.8	1	229508369.00	229514272.00	77	Liver_Hepatocellular_Carcinoma
NUP153	AMP	7.7	6	17615035.00	17706925.00	3	Serous_Ovarian_Cancer
NUP155	AMP	7.7	5	37288137.00	37371106.00	3	Esophageal_Adenocarcinoma
NUP155	AMP	8.6	5	37288137.00	37371106.00	3	Lung
NUP205	AMP	6.1	7	135557917.00	135648757.00	77	Serous_Ovarian_Cancer
NUP210	AMP	7.6	3	13316235.00	13420322.00	3	Bladder_Urothelial_Carcinoma
NUP210L	AMP	13.9	1	153992690.00	154155116.00	3	Cholangiocarcinoma
NUP210L	AMP	11.2	1	153992690.00	154155116.00	3	Liver_Hepatocellular_Carcinoma
NUP210L	AMP	9.4	1	153992690.00	154155116.00	3	Lung
NUP210P1	AMP	6.1	3	126660609.00	126671939.00	77	Cervical_Squamous_Cell_Carcinoma
NUP43	HOMDEL	6.3	6	149724315.00	149749665.00	3	Diffuse_Large B-Cell_Lymphoma
NUP43	HOMDEL	7.5	6	149724315.00	149749665.00	3	Uveal Melanoma
NUPR2	AMP	6.6	7	56114681.00	56116417.00	3	Esophageal_Adenocarcinoma
NUPR2	AMP	9.6	7	56114681.00	56116417.00	3	Glioblastoma_Multiforme
NUS1	HOMDEL	8.3	6	117675469.00	117710727.00	77	Diffuse_Large B-Cell_Lymphoma
NUS1	HOMDEL	6.1	6	117675469.00	117710727.00	77	Prostate_Adenocarcinoma
NUS1	HOMDEL	6.3	6	117675469.00	117710727.00	77	Uveal Melanoma
NVL	AMP	8.3	1	224227334.00	224330189.00	3	Breast_Invasive_Ductal_Carcinoma
NWD1	AMP	8.4	19	16719847.00	16817963.00	77	Serous_Ovarian_Cancer
NXNL1	AMP	7	19	17455425.00	17460926.00	3	Serous_Ovarian_Cancer
NXPH3	AMP	7	17	49575871.00	49583827.00	77	Breast_Invasive_Ductal_Carcinoma
NYAP1	AMP	8.8	7	100483927.00	100494802.00	77	Esophageal_Adenocarcinoma
OAZ3	AMP	8.1	1	151762899.00	151771334.00	77	Bladder_Urothelial_Carcinoma
OAZ3	AMP	8.3	1	151762899.00	151771334.00	77	Cholangiocarcinoma
OAZ3	AMP	10.6	1	151762899.00	151771334.00	77	Liver_Hepatocellular_Carcinoma
OAZ3	AMP	10	1	151762899.00	151771334.00	77	Lung
OAZ3	AMP	6.5	1	151762899.00	151771334.00	77	Uterine_Corpus_Endometrial_Carcinoma
OBSCN	AMP	8.2	1	228208044.00	228378876.00	77	Breast_Invasive_Ductal_Carcinoma
OBSCN	AMP	6.5	1	228208044.00	228378876.00	77	Liver_Hepatocellular_Carcinoma
OBSCN-AS1	AMP	8.2	1	228203503.00	228213664.00	3	Breast_Invasive_Ductal_Carcinoma
OC90	AMP	11.5	8	132024216.00	132059382.00	3	Esophageal_Adenocarcinoma
OC90	AMP	10.1	8	132024216.00	132059382.00	3	Liver_Hepatocellular_Carcinoma
OC90	AMP	29.2	8	132024216.00	132059382.00	3	Serous_Ovarian_Cancer
OCEL1	AMP	7.7	19	17226213.00	17229219.00	77	Serous_Ovarian_Cancer
OCM2	AMP	9.9	7	97984687.00	97991169.00	3	Esophageal_Adenocarcinoma
OCM2	AMP	6.4	7	97984687.00	97991169.00	3	Stomach_Adenocarcinoma
OCSTAMP	AMP	7.1	20	46540946.00	46550654.00	3	Colorectal_Adenocarcinoma
ODAD3	AMP	7.9	19	11420604.00	11435782.00	3	Serous_Ovarian_Cancer
ODAD4	AMP	6.6	17	41930617.00	41966503.00	77	Esophageal_Adenocarcinoma
ODF1	AMP	12	8	102551589.00	102561018.00	77	Bladder_Urothelial_Carcinoma
ODF1	AMP	13.1	8	102551589.00	102561018.00	77	Breast_Invasive_Ductal_Carcinoma
ODF1	AMP	8.2	8	102551589.00	102561018.00	77	Esophageal_Adenocarcinoma
ODF1	AMP	7.9	8	102551589.00	102561018.00	77	Liver_Hepatocellular_Carcinoma
ODF3B	HOMDEL	11.2	22	50529710.00	50532506.00	3	Serous_Ovarian_Cancer
ODF3L2	AMP	6.3	19	463346.00	474983.00	3	Sarcoma
ODR4	AMP	8.3	1	186375838.00	186421378.00	77	Cholangiocarcinoma
ODR4	AMP	6.3	1	186375838.00	186421378.00	77	Liver_Hepatocellular_Carcinoma
OGFR	AMP	7.1	20	62804835.00	62814000.00	77	Colorectal_Adenocarcinoma
OGFR	AMP	6.3	20	62804835.00	62814000.00	77	Serous_Ovarian_Cancer
OGFR-AS1	AMP	7.1	20	62800627.00	62805961.00	3	Colorectal_Adenocarcinoma
OGFR-AS1	AMP	6.3	20	62800627.00	62805961.00	3	Serous_Ovarian_Cancer
OGG1	AMP	7.8	3	9749944.00	9788219.00	77	Bladder_Urothelial_Carcinoma
OLFM2	AMP	6.1	19	9853718.00	9936515.00	3	Serous_Ovarian_Cancer
OLFM4	HOMDEL	8.4	13	53028813.00	53052057.00	77	Prostate_Adenocarcinoma
OLFML2B	AMP	14	1	161983192.00	162023869.00	3	Bladder_Urothelial_Carcinoma
OLFML2B	AMP	9	1	161983192.00	162023869.00	3	Breast_Invasive_Ductal_Carcinoma
OLFML2B	AMP	13.9	1	161983192.00	162023869.00	3	Cholangiocarcinoma
OLFML2B	AMP	9.8	1	161983192.00	162023869.00	3	Liver_Hepatocellular_Carcinoma
OLIG3	HOMDEL	10.4	6	137492199.00	137494394.00	3	Diffuse_Large B-Cell_Lymphoma
OLIG3	HOMDEL	7.5	6	137492199.00	137494394.00	3	Uveal Melanoma
OLR1	AMP	6	12	10158301.00	10172138.00	3	Testicular_Germ_Cell_Tumors
OMA1	AMP	6.3	1	58415384.00	58546802.00	3	Sarcoma
OMP	AMP	8.7	11	77102840.00	77103331.00	77	Serous_Ovarian_Cancer
ONECUT3	AMP	6.3	19	1753506.00	1780988.00	77	Sarcoma
OPA1	AMP	14	3	193593144.00	193697811.00	77	Cervical_Squamous_Cell_Carcinoma
OPA1	AMP	17	3	193593144.00	193697811.00	77	Esophageal_Adenocarcinoma
OPA1	AMP	16.4	3	193593144.00	193697811.00	77	Serous_Ovarian_Cancer
OPA1	AMP	6.1	3	193593144.00	193697811.00	77	Uterine_Corpus_Endometrial_Carcinoma
OPA1-AS1	AMP	14	3	193618609.00	193627337.00	3	Cervical_Squamous_Cell_Carcinoma
OPA1-AS1	AMP	17	3	193618609.00	193627337.00	3	Esophageal_Adenocarcinoma
OPA1-AS1	AMP	16.4	3	193618609.00	193627337.00	3	Serous_Ovarian_Cancer
OPCML	HOMDEL	9.4	11	132414977.00	133532501.00	3	Testicular_Germ_Cell_Tumors
OPLAH	AMP	9.9	8	144051266.00	144063965.00	3	Esophageal_Adenocarcinoma
OPLAH	AMP	9.8	8	144051266.00	144063965.00	3	Liver_Hepatocellular_Carcinoma
OPLAH	AMP	27.1	8	144051266.00	144063965.00	3	Serous_Ovarian_Cancer
OPN1LW	AMP	6.3	24	154144243.00	154159032.00	77	Diffuse_Large B-Cell_Lymphoma
OPN1MW	AMP	6.3	24	154182596.00	154196861.00	77	Diffuse_Large B-Cell_Lymphoma
OPN1MW2	AMP	6.3	24	154219756.00	154233286.00	77	Diffuse_Large B-Cell_Lymphoma
OPN3	AMP	9.2	1	241590102.00	241677376.00	3	Breast_Invasive_Ductal_Carcinoma
OPN3	AMP	6.8	1	241590102.00	241677376.00	3	Liver_Hepatocellular_Carcinoma
OPRL1	AMP	7.3	20	64080082.00	64100643.00	77	Colorectal_Adenocarcinoma
OPRL1	AMP	7.3	20	64080082.00	64100643.00	77	Serous_Ovarian_Cancer
OPRM1	HOMDEL	7.5	6	154010496.00	154246867.00	77	Uveal Melanoma
OPTC	AMP	7	1	203494153.00	203508949.00	77	Breast_Invasive_Ductal_Carcinoma
OPTC	AMP	6.3	1	203494153.00	203508949.00	77	Liver_Hepatocellular_Carcinoma
OR10G4	HOMDEL	7.4	11	124012997.00	124018732.00	77	Testicular_Germ_Cell_Tumors
OR10G7	HOMDEL	7.4	11	124036013.00	124041325.00	3	Testicular_Germ_Cell_Tumors
OR10G8	HOMDEL	7.4	11	124026798.00	124030634.00	77	Testicular_Germ_Cell_Tumors
OR10G9	HOMDEL	7.4	11	124023013.00	124023948.00	77	Testicular_Germ_Cell_Tumors
OR10H1	AMP	11	19	15804549.00	15815664.00	3	Serous_Ovarian_Cancer
OR10H2	AMP	10.8	19	15728024.00	15729052.00	77	Serous_Ovarian_Cancer
OR10H3	AMP	10.8	19	15737985.00	15742343.00	77	Serous_Ovarian_Cancer
OR10H4	AMP	10.8	19	15944299.00	15950350.00	77	Serous_Ovarian_Cancer
OR10H5	AMP	11	19	15787661.00	15800357.00	77	Serous_Ovarian_Cancer
OR10J1	AMP	7.6	1	159437845.00	159443078.00	77	Bladder_Urothelial_Carcinoma
OR10J1	AMP	8.7	1	159437845.00	159443078.00	77	Breast_Invasive_Ductal_Carcinoma
OR10J1	AMP	13.9	1	159437845.00	159443078.00	77	Cholangiocarcinoma
OR10J1	AMP	9.8	1	159437845.00	159443078.00	77	Liver_Hepatocellular_Carcinoma
OR10J3	AMP	7.6	1	159313720.00	159314659.00	3	Bladder_Urothelial_Carcinoma
OR10J3	AMP	8.5	1	159313720.00	159314659.00	3	Breast_Invasive_Ductal_Carcinoma
OR10J3	AMP	13.9	1	159313720.00	159314659.00	3	Cholangiocarcinoma
OR10J3	AMP	9.8	1	159313720.00	159314659.00	3	Liver_Hepatocellular_Carcinoma
OR10J5	AMP	8.3	1	159535078.00	159536007.00	3	Bladder_Urothelial_Carcinoma
OR10J5	AMP	8.7	1	159535078.00	159536007.00	3	Breast_Invasive_Ductal_Carcinoma
OR10J5	AMP	13.9	1	159535078.00	159536007.00	3	Cholangiocarcinoma
OR10J5	AMP	9.8	1	159535078.00	159536007.00	3	Liver_Hepatocellular_Carcinoma
OR10K1	AMP	8.2	1	158461574.00	158470857.00	77	Breast_Invasive_Ductal_Carcinoma
OR10K1	AMP	13.9	1	158461574.00	158470857.00	77	Cholangiocarcinoma
OR10K1	AMP	9.3	1	158461574.00	158470857.00	77	Liver_Hepatocellular_Carcinoma
OR10K2	AMP	8.2	1	158418210.00	158426237.00	3	Breast_Invasive_Ductal_Carcinoma
OR10K2	AMP	13.9	1	158418210.00	158426237.00	3	Cholangiocarcinoma
OR10K2	AMP	9.3	1	158418210.00	158426237.00	3	Liver_Hepatocellular_Carcinoma
OR10R2	AMP	8.2	1	158472220.00	158480936.00	77	Breast_Invasive_Ductal_Carcinoma
OR10R2	AMP	13.9	1	158472220.00	158480936.00	77	Cholangiocarcinoma
OR10R2	AMP	9.3	1	158472220.00	158480936.00	77	Liver_Hepatocellular_Carcinoma
OR10S1	HOMDEL	7.4	11	123976661.00	123977781.00	3	Testicular_Germ_Cell_Tumors
OR10T2	AMP	8.2	1	158398522.00	158399466.00	3	Breast_Invasive_Ductal_Carcinoma
OR10T2	AMP	13.9	1	158398522.00	158399466.00	3	Cholangiocarcinoma
OR10T2	AMP	9.3	1	158398522.00	158399466.00	3	Liver_Hepatocellular_Carcinoma
OR10X1	AMP	8.1	1	158578919.00	158579899.00	3	Breast_Invasive_Ductal_Carcinoma
OR10X1	AMP	16.7	1	158578919.00	158579899.00	3	Cholangiocarcinoma
OR10X1	AMP	9.5	1	158578919.00	158579899.00	3	Liver_Hepatocellular_Carcinoma
OR10Z1	AMP	7.9	1	158605268.00	158612514.00	77	Breast_Invasive_Ductal_Carcinoma
OR10Z1	AMP	16.7	1	158605268.00	158612514.00	77	Cholangiocarcinoma
OR10Z1	AMP	9.5	1	158605268.00	158612514.00	77	Liver_Hepatocellular_Carcinoma
OR11L1	AMP	9.6	1	247840928.00	247841896.00	3	Breast_Invasive_Ductal_Carcinoma
OR11L1	HOMDEL	8.3	1	247840928.00	247841896.00	3	Diffuse_Large B-Cell_Lymphoma
OR11L1	AMP	6.8	1	247840928.00	247841896.00	3	Liver_Hepatocellular_Carcinoma
OR13G1	AMP	9.6	1	247670812.00	247679739.00	3	Breast_Invasive_Ductal_Carcinoma
OR13G1	HOMDEL	8.3	1	247670812.00	247679739.00	3	Diffuse_Large B-Cell_Lymphoma
OR13G1	AMP	6.8	1	247670812.00	247679739.00	3	Liver_Hepatocellular_Carcinoma
OR14A16	AMP	9.6	1	247814660.00	247824119.00	3	Breast_Invasive_Ductal_Carcinoma
OR14A16	HOMDEL	8.3	1	247814660.00	247824119.00	3	Diffuse_Large B-Cell_Lymphoma
OR14A16	AMP	6.8	1	247814660.00	247824119.00	3	Liver_Hepatocellular_Carcinoma
OR14C36	AMP	9.6	1	248348775.00	248349713.00	77	Breast_Invasive_Ductal_Carcinoma
OR14C36	HOMDEL	8.3	1	248348775.00	248349713.00	77	Diffuse_Large B-Cell_Lymphoma
OR14C36	AMP	6.8	1	248348775.00	248349713.00	77	Liver_Hepatocellular_Carcinoma
OR14I1	AMP	9.6	1	248681322.00	248682328.00	3	Breast_Invasive_Ductal_Carcinoma
OR14I1	HOMDEL	8.3	1	248681322.00	248682328.00	3	Diffuse_Large B-Cell_Lymphoma
OR14I1	AMP	6.8	1	248681322.00	248682328.00	3	Liver_Hepatocellular_Carcinoma
OR1C1	AMP	9.6	1	247754846.00	247760556.00	3	Breast_Invasive_Ductal_Carcinoma
OR1C1	HOMDEL	8.3	1	247754846.00	247760556.00	3	Diffuse_Large B-Cell_Lymphoma
OR1C1	AMP	6.8	1	247754846.00	247760556.00	3	Liver_Hepatocellular_Carcinoma
OR1I1	AMP	11.4	19	15082211.00	15092970.00	77	Serous_Ovarian_Cancer
OR2A1	AMP	7	7	144312419.00	144322737.00	77	Serous_Ovarian_Cancer
OR2A12	AMP	7	7	144086278.00	144098953.00	77	Serous_Ovarian_Cancer
OR2A14	AMP	7	7	144123176.00	144131188.00	77	Serous_Ovarian_Cancer
OR2A2	AMP	7	7	144109583.00	144110539.00	77	Serous_Ovarian_Cancer
OR2A20P	AMP	7	7	144250671.00	144251603.00	3	Serous_Ovarian_Cancer
OR2A25	AMP	7	7	144069811.00	144075870.00	77	Serous_Ovarian_Cancer
OR2A4	HOMDEL	6.3	6	131699644.00	131701401.00	3	Diffuse_Large B-Cell_Lymphoma
OR2A4	HOMDEL	7.5	6	131699644.00	131701401.00	3	Uveal Melanoma
OR2A5	AMP	7	7	144048948.00	144058845.00	77	Serous_Ovarian_Cancer
OR2A7	AMP	7	7	144257663.00	144264792.00	3	Serous_Ovarian_Cancer
OR2A9P	AMP	7	7	144299373.00	144300305.00	77	Serous_Ovarian_Cancer
OR2AE1	AMP	9.3	7	99876062.00	99877033.00	3	Esophageal_Adenocarcinoma
OR2AK2	AMP	9.6	1	247965233.00	247966386.00	77	Breast_Invasive_Ductal_Carcinoma
OR2AK2	HOMDEL	8.3	1	247965233.00	247966386.00	77	Diffuse_Large B-Cell_Lymphoma
OR2AK2	AMP	6.8	1	247965233.00	247966386.00	77	Liver_Hepatocellular_Carcinoma
OR2AT4	AMP	6.6	11	75081753.00	75096876.00	3	Esophageal_Adenocarcinoma
OR2AT4	AMP	6.6	11	75081753.00	75096876.00	3	Serous_Ovarian_Cancer
OR2B11	AMP	9.6	1	247449118.00	247458105.00	3	Breast_Invasive_Ductal_Carcinoma
OR2B11	HOMDEL	8.3	1	247449118.00	247458105.00	3	Diffuse_Large B-Cell_Lymphoma
OR2B11	AMP	6.5	1	247449118.00	247458105.00	3	Liver_Hepatocellular_Carcinoma
OR2C3	AMP	9.6	1	247524677.00	247536440.00	3	Breast_Invasive_Ductal_Carcinoma
